,id,name,abrev,color,alt_color,mascot,logos
1762,1000304,Washington YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1763,1000306,Waterton,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1764,1000327,Watertown,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1765,1000230,Waukegan High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
812,630,Wayland Baptist,WAY,#FFFFFF,,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/630.png
1766,1000761,Wayne State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
814,131,Wayne State MI,WAY,#000000,,Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/131.png
815,2844,Wayne State NE,WAY,#000000,,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2844.png
813,2845,Waynesburg,WAY,#000000,,Yellow Jackets,http://a.espncdn.com/i/teamlogos/ncaa/500/2845.png
816,2691,Webber International,WEBB,#bf2f38,#909090,Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/2691.png
817,2692,Weber State,WEB,#18005a,#ebebeb,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2692.png
1767,1000324,Welch Neck High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1768,1000372,Wendell Phillips High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1769,1000644,Wesley,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
819,2846,Wesley College,WES,#000000,,Wolverines,http://a.espncdn.com/i/teamlogos/ncaa/500/2846.png
818,336,Wesleyan,WES,#000000,,Cardinals,http://a.espncdn.com/i/teamlogos/ncaa/500/336.png
1770,1000061,Wesleyan CT,,#FFFFFF,,Cardinals,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
820,3147,West,WEST,#000000,,All-Stars,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
821,2695,West Alabama,WES,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2695.png
822,223,West Chester,WES,#000000,,Golden Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/223.png
1771,1000721,West Coast Army,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1772,1000741,West Coast Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1773,1000308,West Denver High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1774,1000219,West Division High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1775,1000453,West End Amateurs,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
834,110242,West Florida,,#FFFFFF,,Argonauts,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
835,2698,West Georgia,WES,#000000,,Wolves,http://a.espncdn.com/i/teamlogos/ncaa/500/2698.png
836,2699,West Liberty,WES,#000000,,Hilltoppers,http://a.espncdn.com/i/teamlogos/ncaa/500/2699.png
1779,1000541,West Logan High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1782,1000697,West Seattle A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
839,2704,West Texas A&M,WES,#000000,,Buffaloes,http://a.espncdn.com/i/teamlogos/ncaa/500/2704.png
1783,1000405,West Texas Military,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
840,277,West Virginia,WVU,#FFC600,#eaaa00,Mountaineers,http://a.espncdn.com/i/teamlogos/ncaa/500/277.png
1784,1000923,West Virginia State,,#FFFFFF,,Yellow Jackets,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
841,2707,West Virginia State,WES,#000000,,Yellow Jackets,http://a.espncdn.com/i/teamlogos/ncaa/500/2707.png
842,2706,West Virginia Tech,WVT,#000000,,Golden Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2706.png
823,2717,Western Carolina,WCU,#492F91,#bf9e70,Catamounts,http://a.espncdn.com/i/teamlogos/ncaa/500/2717.png
824,2843,Western Connecticut State,WES,#000000,,Colonials,http://a.espncdn.com/i/teamlogos/ncaa/500/2843.png
825,2710,Western Illinois,WIU,#4e1e8a,#ffc90a,Leathernecks,http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png
1776,1000223,Western Iowa,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
826,98,Western Kentucky,WKU,#F32026,#b3b5b8,Hilltoppers,http://a.espncdn.com/i/teamlogos/ncaa/500/98.png
827,2711,Western Michigan,WMU,#532e1f,#8b7f79,Broncos,http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png
828,2702,Western New England,WES,#000000,,Golden Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2702.png
829,2703,Western New Mexico,WES,#000000,,Mustangs,http://a.espncdn.com/i/teamlogos/ncaa/500/2703.png
1777,1000907,Western Ontario,,#FFFFFF,,Mustangs,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
830,2848,Western Oregon,WES,#000000,,Wolves,http://a.espncdn.com/i/teamlogos/ncaa/500/2848.png
1778,1000169,Western Reserve,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
831,2714,Western State,WES,#000000,,Mountaineers,http://a.espncdn.com/i/teamlogos/ncaa/500/2714.png
832,2847,Western Washington,WES,#000000,,Vikings,http://a.espncdn.com/i/teamlogos/ncaa/500/2847.png
833,2909,Westfield State,WES,#000000,,Owls,http://a.espncdn.com/i/teamlogos/ncaa/500/2909.png
837,433,Westminster,WMN,#000000,,Blue Jays,http://a.espncdn.com/i/teamlogos/ncaa/500/433.png
1780,1000384,Westminster Missouri,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
838,2849,Westminster PA,WMN,#000000,,Titans,http://a.espncdn.com/i/teamlogos/ncaa/500/2849.png
1781,1000371,Westminster Pennsylvania,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1785,1000422,Wetumpka,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
843,396,Wheaton College Ill,WHE,#000000,,Thunder,http://a.espncdn.com/i/teamlogos/ncaa/500/396.png
1786,1000181,Wheaton High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
844,112335,Wheeling Jesuit,WJ,#FFFFFF,,Cardinals,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1787,1000877,White Sands,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1788,1000196,White Squadron,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1789,1000062,Whitman,,#FFFFFF,,Missionaries,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
845,2850,Whittier,WHI,#000000,,Poets,http://a.espncdn.com/i/teamlogos/ncaa/500/2850.png
846,2721,Whitworth,WHI,#000000,,Pirates,http://a.espncdn.com/i/teamlogos/ncaa/500/2721.png
1790,1000063,Wichita State,,#FFFFFF,,Shockers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
847,2725,Widener,WID,#000000,,Pride,http://a.espncdn.com/i/teamlogos/ncaa/500/2725.png
848,398,Wilkes,WIL,#000000,,Colonels,http://a.espncdn.com/i/teamlogos/ncaa/500/398.png
849,2930,Willamette,WIL,#000000,,Bearcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2930.png
851,2729,William & Mary,W&M,#103217,#f6b220,Tribe,http://a.espncdn.com/i/teamlogos/ncaa/500/2729.png
1791,1000369,William Jewell,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
850,2911,William Jewell College,WJC,#000000,,Cardinals,http://a.espncdn.com/i/teamlogos/ncaa/500/2911.png
852,2970,William Paterson,WMP,#000000,,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/2970.png
853,2912,William Penn,WIL,#000000,,Statesmen,http://a.espncdn.com/i/teamlogos/ncaa/500/2912.png
854,2731,Williams,WIL,#000000,,Ephs,http://a.espncdn.com/i/teamlogos/ncaa/500/2731.png
1792,1000346,Williams Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1793,1000865,Williams Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
855,3130,Williamson Trade,WIL,#000000,,Mechanics,http://a.espncdn.com/i/teamlogos/ncaa/500/3130.png
1794,1000199,Williamsport,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1795,1000095,Williston,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1796,1000693,Wilmington,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
856,2733,Wilmington OH,WIL,#000000,,Quakers,http://a.espncdn.com/i/teamlogos/ncaa/500/2733.png
1797,1000484,Winchester,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
857,351,Wingate,WIN,#000000,,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/351.png
858,2851,Winona State,WIN,#000000,,Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/2851.png
859,2736,Winston-Salem,WSSU,#bb0100,,Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/2736.png
860,1000935,Winston-Salem State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1803,1000904,Wisc. Stout,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
861,275,Wisconsin,WIS,#A00001,#f7f7f7,Badgers,http://a.espncdn.com/i/teamlogos/ncaa/500/275.png
1798,1000207,Wisconsin Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1799,1000433,Wisconsin Freshmen,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
864,2741,Wisconsin Lutheran,WIS,#000000,,Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/2741.png
862,2738,Wisconsin-Eau Claire,WIS,#000000,,Blugolds,http://a.espncdn.com/i/teamlogos/ncaa/500/2738.png
863,2740,Wisconsin-La Crosse,WIS,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2740.png
1800,1000892,Wisconsin-Milwaukee,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1801,1000298,Wisconsin-Oshkosh,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
865,272,Wisconsin-Platteville,WIS,#000000,,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/272.png
866,2743,Wisconsin-Stevens Point,WIS,#000000,,Pointers,http://a.espncdn.com/i/teamlogos/ncaa/500/2743.png
1802,1000211,Wisconsin-Whitewater,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1804,1000616,Wissahickon Barracks,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
867,2746,Wittenberg,WIT,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2746.png
868,2747,Wofford,WOF,#533B23,#f0f0f0,Terriers,http://a.espncdn.com/i/teamlogos/ncaa/500/2747.png
869,2748,Wooster,WOO,#000000,,Fighting Scots,http://a.espncdn.com/i/teamlogos/ncaa/500/2748.png
1805,1000183,Worcester A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1806,1000242,Worcester Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
870,2749,Worcester Polytechnic,WPI,#000000,,Engineers,http://a.espncdn.com/i/teamlogos/ncaa/500/2749.png
871,402,Worcester State College,WOR,#000000,,Lancers,http://a.espncdn.com/i/teamlogos/ncaa/500/402.png
872,2750,Wright State University,WRST,#cba052,#cba052,Raiders,http://a.espncdn.com/i/teamlogos/ncaa/500/2750.png
